Date,GEO,value,Age,Sex,Characteristics
2018-11-24,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2018-11-24,Alberta,85,45 to 64 years,Both sexes,Number of deaths
2018-11-24,Alberta,200,65 to 84 years,Both sexes,Number of deaths
2018-11-24,Alberta,155,85 years and over,Both sexes,Number of deaths
2018-11-24,British Columbia,740,all ages,Both sexes,Number of deaths
2018-11-24,British Columbia,45,0 to 44 years,Both sexes,Number of deaths
2018-11-24,British Columbia,95,45 to 64 years,Both sexes,Number of deaths
2018-11-24,British Columbia,310,65 to 84 years,Both sexes,Number of deaths
2018-11-24,British Columbia,290,85 years and over,Both sexes,Number of deaths
2018-11-24,Yukon,,all ages,Both sexes,Number of deaths
2018-11-24,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-11-24,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-11-24,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-11-24,Yukon,,85 years and over,Both sexes,Number of deaths
2018-11-24,Northwest Territories,5,all ages,Both sexes,Number of deaths
2018-11-24,Northwest Territories,5,0 to 44 years,Both sexes,Number of deaths
2018-11-24,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2018-11-24,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2018-11-24,Northwest Territories,5,85 years and over,Both sexes,Number of deaths
2018-11-24,Nunavut,5,all ages,Both sexes,Number of deaths
2018-11-24,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-11-24,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-11-24,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-11-24,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-12-01,Canada,5535,all ages,Both sexes,Number of deaths
2018-12-01,Canada,275,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Canada,780,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Canada,2405,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Canada,2075,85 years and over,Both sexes,Number of deaths
2018-12-01,Newfoundland and Labrador,110,all ages,Both sexes,Number of deaths
2018-12-01,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Newfoundland and Labrador,55,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Newfoundland and Labrador,25,85 years and over,Both sexes,Number of deaths
2018-12-01,Prince Edward Island,20,all ages,Both sexes,Number of deaths
2018-12-01,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2018-12-01,Nova Scotia,210,all ages,Both sexes,Number of deaths
2018-12-01,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Nova Scotia,105,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Nova Scotia,70,85 years and over,Both sexes,Number of deaths
2018-12-01,New Brunswick,155,all ages,Both sexes,Number of deaths
2018-12-01,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2018-12-01,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2018-12-01,New Brunswick,80,65 to 84 years,Both sexes,Number of deaths
2018-12-01,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2018-12-01,Quebec,1230,all ages,Both sexes,Number of deaths
2018-12-01,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Quebec,155,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Quebec,530,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Quebec,500,85 years and over,Both sexes,Number of deaths
2018-12-01,Ontario,2100,all ages,Both sexes,Number of deaths
2018-12-01,Ontario,100,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Ontario,285,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Ontario,895,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Ontario,825,85 years and over,Both sexes,Number of deaths
2018-12-01,Manitoba,230,all ages,Both sexes,Number of deaths
2018-12-01,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Manitoba,30,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Manitoba,100,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Manitoba,85,85 years and over,Both sexes,Number of deaths
2018-12-01,Saskatchewan,185,all ages,Both sexes,Number of deaths
2018-12-01,Saskatchewan,10,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Saskatchewan,75,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Saskatchewan,65,85 years and over,Both sexes,Number of deaths
2018-12-01,Alberta,570,all ages,Both sexes,Number of deaths
2018-12-01,Alberta,45,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Alberta,95,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Alberta,240,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Alberta,190,85 years and over,Both sexes,Number of deaths
2018-12-01,British Columbia,715,all ages,Both sexes,Number of deaths
2018-12-01,British Columbia,35,0 to 44 years,Both sexes,Number of deaths
2018-12-01,British Columbia,110,45 to 64 years,Both sexes,Number of deaths
2018-12-01,British Columbia,310,65 to 84 years,Both sexes,Number of deaths
2018-12-01,British Columbia,255,85 years and over,Both sexes,Number of deaths
2018-12-01,Yukon,,all ages,Both sexes,Number of deaths
2018-12-01,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Yukon,,85 years and over,Both sexes,Number of deaths
2018-12-01,Northwest Territories,5,all ages,Both sexes,Number of deaths
2018-12-01,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Northwest Territories,5,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2018-12-01,Nunavut,0,all ages,Both sexes,Number of deaths
2018-12-01,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-12-01,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-12-01,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-12-01,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-12-08,Canada,5625,all ages,Both sexes,Number of deaths
2018-12-08,Canada,285,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Canada,825,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Canada,2340,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Canada,2170,85 years and over,Both sexes,Number of deaths
2018-12-08,Newfoundland and Labrador,115,all ages,Both sexes,Number of deaths
2018-12-08,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Newfoundland and Labrador,55,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2018-12-08,Prince Edward Island,20,all ages,Both sexes,Number of deaths
2018-12-08,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Prince Edward Island,5,85 years and over,Both sexes,Number of deaths
2018-12-08,Nova Scotia,205,all ages,Both sexes,Number of deaths
2018-12-08,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Nova Scotia,35,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Nova Scotia,85,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Nova Scotia,75,85 years and over,Both sexes,Number of deaths
2018-12-08,New Brunswick,150,all ages,Both sexes,Number of deaths
2018-12-08,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2018-12-08,New Brunswick,30,45 to 64 years,Both sexes,Number of deaths
2018-12-08,New Brunswick,65,65 to 84 years,Both sexes,Number of deaths
2018-12-08,New Brunswick,50,85 years and over,Both sexes,Number of deaths
2018-12-08,Quebec,1340,all ages,Both sexes,Number of deaths
2018-12-08,Quebec,40,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Quebec,180,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Quebec,590,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Quebec,520,85 years and over,Both sexes,Number of deaths
2018-12-08,Ontario,2150,all ages,Both sexes,Number of deaths
2018-12-08,Ontario,105,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Ontario,300,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Ontario,890,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Ontario,850,85 years and over,Both sexes,Number of deaths
2018-12-08,Manitoba,215,all ages,Both sexes,Number of deaths
2018-12-08,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Manitoba,35,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Manitoba,80,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Manitoba,80,85 years and over,Both sexes,Number of deaths
2018-12-08,Saskatchewan,190,all ages,Both sexes,Number of deaths
2018-12-08,Saskatchewan,5,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Saskatchewan,25,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Saskatchewan,85,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Saskatchewan,80,85 years and over,Both sexes,Number of deaths
2018-12-08,Alberta,500,all ages,Both sexes,Number of deaths
2018-12-08,Alberta,45,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Alberta,85,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Alberta,185,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Alberta,185,85 years and over,Both sexes,Number of deaths
2018-12-08,British Columbia,730,all ages,Both sexes,Number of deaths
2018-12-08,British Columbia,50,0 to 44 years,Both sexes,Number of deaths
2018-12-08,British Columbia,105,45 to 64 years,Both sexes,Number of deaths
2018-12-08,British Columbia,285,65 to 84 years,Both sexes,Number of deaths
2018-12-08,British Columbia,285,85 years and over,Both sexes,Number of deaths
2018-12-08,Yukon,,all ages,Both sexes,Number of deaths
2018-12-08,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Yukon,,85 years and over,Both sexes,Number of deaths
2018-12-08,Northwest Territories,5,all ages,Both sexes,Number of deaths
2018-12-08,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2018-12-08,Nunavut,5,all ages,Both sexes,Number of deaths
2018-12-08,Nunavut,5,0 to 44 years,Both sexes,Number of deaths
2018-12-08,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-12-08,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-12-08,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-12-15,Canada,5525,all ages,Both sexes,Number of deaths
2018-12-15,Canada,225,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Canada,805,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Canada,2430,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Canada,2070,85 years and over,Both sexes,Number of deaths
2018-12-15,Newfoundland and Labrador,105,all ages,Both sexes,Number of deaths
2018-12-15,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Newfoundland and Labrador,55,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2018-12-15,Prince Edward Island,30,all ages,Both sexes,Number of deaths
2018-12-15,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2018-12-15,Nova Scotia,195,all ages,Both sexes,Number of deaths
2018-12-15,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Nova Scotia,100,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Nova Scotia,65,85 years and over,Both sexes,Number of deaths
2018-12-15,New Brunswick,145,all ages,Both sexes,Number of deaths
2018-12-15,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2018-12-15,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2018-12-15,New Brunswick,75,65 to 84 years,Both sexes,Number of deaths
2018-12-15,New Brunswick,45,85 years and over,Both sexes,Number of deaths
2018-12-15,Quebec,1290,all ages,Both sexes,Number of deaths
2018-12-15,Quebec,35,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Quebec,165,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Quebec,605,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Quebec,485,85 years and over,Both sexes,Number of deaths
2018-12-15,Ontario,2050,all ages,Both sexes,Number of deaths
2018-12-15,Ontario,75,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Ontario,285,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Ontario,900,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Ontario,790,85 years and over,Both sexes,Number of deaths
2018-12-15,Manitoba,215,all ages,Both sexes,Number of deaths
2018-12-15,Manitoba,10,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Manitoba,30,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Manitoba,95,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Manitoba,80,85 years and over,Both sexes,Number of deaths
2018-12-15,Saskatchewan,190,all ages,Both sexes,Number of deaths
2018-12-15,Saskatchewan,10,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Saskatchewan,65,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Saskatchewan,75,85 years and over,Both sexes,Number of deaths
2018-12-15,Alberta,495,all ages,Both sexes,Number of deaths
2018-12-15,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Alberta,90,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Alberta,200,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Alberta,165,85 years and over,Both sexes,Number of deaths
2018-12-15,British Columbia,800,all ages,Both sexes,Number of deaths
2018-12-15,British Columbia,35,0 to 44 years,Both sexes,Number of deaths
2018-12-15,British Columbia,120,45 to 64 years,Both sexes,Number of deaths
2018-12-15,British Columbia,320,65 to 84 years,Both sexes,Number of deaths
2018-12-15,British Columbia,320,85 years and over,Both sexes,Number of deaths
2018-12-15,Yukon,,all ages,Both sexes,Number of deaths
2018-12-15,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Yukon,,85 years and over,Both sexes,Number of deaths
2018-12-15,Northwest Territories,0,all ages,Both sexes,Number of deaths
2018-12-15,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Northwest Territories,5,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2018-12-15,Nunavut,5,all ages,Both sexes,Number of deaths
2018-12-15,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-12-15,Nunavut,5,45 to 64 years,Both sexes,Number of deaths
2018-12-15,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-12-15,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-12-22,Canada,5680,all ages,Both sexes,Number of deaths
2018-12-22,Canada,300,0 to 44 years,Both sexes,Number of deaths
2018-12-22,Canada,815,45 to 64 years,Both sexes,Number of deaths
2018-12-22,Canada,2380,65 to 84 years,Both sexes,Number of deaths
2018-12-22,Canada,2190,85 years and over,Both sexes,Number of deaths
2018-12-22,Newfoundland and Labrador,115,all ages,Both sexes,Number of deaths
2018-12-22,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-12-22,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2018-12-22,Newfoundland and Labrador,65,65 to 84 years,Both sexes,Number of deaths
2018-12-22,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2018-12-22,Prince Edward Island,20,all ages,Both sexes,Number of deaths
2018-12-22,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-12-22,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2018-12-22,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2018-12-22,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2018-12-22,Nova Scotia,225,all ages,Both sexes,Number of deaths
2018-12-22,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2018-12-22,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2018-12-22,Nova Scotia,105,65 to 84 years,Both sexes,Number of deaths
2018-12-22,Nova Scotia,85,85 years and over,Both sexes,Number of deaths
2018-12-22,New Brunswick,175,all ages,Both sexes,Number of deaths
2018-12-22,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2018-12-22,New Brunswick,30,45 to 64 years,Both sexes,Number of deaths
2018-12-22,New Brunswick,85,65 to 84 years,Both sexes,Number of deaths
2018-12-22,New Brunswick,55,85 years and over,Both sexes,Number of deaths
